TotalGHGEmissions
69.02
7.08
95.86
75.29
19.86
155.74
48.5
178.62
34.14
168.5
25.37
33.58
86.9
38.21
47.82
65.03
109.16
150.88
133.8
27.82
20.12
41.8
13.72
169.06
9.31
31.43
51.56
30.35
73.58
89.94
111.23
46.52
152.28
60.92
13.61
131.64
89.53
158.55
29.16
74.45
24.12
4.22
4.2
79.39
110.41
20.94
27.24
20.85
14.49
7.56
13.07
134.82
16.27
95.54
13.51
49.29
31.74
89.08
30.52
11.29
24.39
17.87
101.5
36.02
43.84
70.76
86.46
3.58
77.04
2.41
2.57
21.93
22.65
37.78
9.77
9.47
50.55
71.06
169.75
7.77
83.59
63.48
207.6
29.62
141.2
9.82
42.19
25.24
24.02
43.8
15.27
6.33
18.1
154.17
29.54
14.22
9.95
6.16
24.25
15.24
13.87
8.68
14.63
28.81
60.43
33.78
16.63
2.92
66.29
12.95
41.69
126.78
11.14
10.83
86.02
30.33
72.78
30.6
11.54
36.43
13.91
47.12
63.61
28.41
47.66
46.57
101.99
74.92
126.3
99.15
32.64
33.23
8.45
38.87
6.49
32.22
23.59
6.69
37.31
38.78
5.67
4.8
4.99
118.37
202.65
20.08
61.84
26.11
33.37
49.98
120.91
145.48
19.07
130.58
185.23
89.29
43.45
35.04
188.67
100.21
13.29
210.3
34.15
1.86
134.57
43.13
13.16
33.92
147.0
41.68
12.48
5.17
19.93
19.82
13.02
19.04
63.06
10.05
3.89
1.73
83.1
1.7
61.71
46.64
65.65
10.75
39.05
1.67
50.69
31.6
67.52
28.58
61.53
29.82
47.59
18.85
62.94
2.52
6.18
32.8
72.26
11.27
15.47
68.14
32.63
106.45
68.97
29.41
69.77
3.06
10.26
8.85
3.16
64.81
45.79
81.96
3.73
18.16
14.49
28.09
4.95
3.34
13.71
36.92
46.48
149.91
94.85
148.55
60.88
110.17
9.0
42.04
8.47
30.32
66.53
9.46
73.52
18.34
82.34
5.41
16.06
7.49
23.85
38.12
11.29
16.13
19.39
8.49
30.02
127.1
49.58
40.22
15.9
122.73
10.36
32.86
12.35
176.79
36.74
45.33
61.98
17.12
8.8
12.77
12.59
31.24
26.38
247.97
20.76
20.9
48.35
9.3
73.61
71.23
85.55
107.45
60.04
55.61
123.41
37.34
31.61
34.87
16.57
73.0
82.72
35.77
32.09
184.09
20.64
24.62
192.12
41.06
13.97
77.8
13.33
3.94
119.34
44.33
8.77
77.48
98.28
218.79
44.89
11.97
12.98
143.34
14.13
75.99
2.01
22.46
41.22
182.81
3.04
10.73
75.25
30.22
4.05
77.76
115.43
104.91
10.15
46.46
35.96
55.95
50.67
24.42
2.27
167.98
111.73
5.97
7.07
54.44
13.27
86.81
3.71
6.35
13.75
27.97
9.42
15.62
18.63
2.64
26.55
7.59
73.26
18.54
1.85
103.28
23.9
80.09
32.77
9.08
4.88
24.88
135.81
6.99
49.62
5.97
27.41
53.73
49.73
5.08
15.11
17.38
64.88
215.56
64.54
55.3
25.09
46.9
60.34
45.38
38.86
78.22
5.24
38.52
6.61
13.14
36.77
29.24
13.29
31.79
8.42
14.9
34.26
9.03
37.49
46.44
4.58
14.81
11.08
5.94
5.07
6.3
1.68
7.82
303.81
34.52
16.67
17.39
60.67
44.26
33.28
30.49
128.66
17.08
67.45
8.97
12.24
42.87
28.28
121.9
8.44
2.34
17.24
44.28
13.25
33.42
80.19
42.96
52.41
55.85
32.58
184.6
11.39
53.21
129.89
3.04
96.15
122.71
2.19
43.63
19.12
12.15
2.28
23.6
2.25
9.79
62.23
26.41
38.39
2.86
44.26
37.65
21.24
62.05
112.34
101.31
146.93
46.45
110.66
24.31
22.26
38.57
5.37
15.7
33.8
59.24
11.17
17.57
4.65
13.91
26.73
13.12
13.7
178.86
61.3
55.86
6.16
16.04
60.57
22.29
24.76
14.36
6.04
18.87
4.95
7.56
10.01
37.51
128.41
19.56
109.59
50.07
46.51
13.67
42.45
54.24
19.51
37.08
8.59
9.26
22.48
8.07
174.62
67.05
3.8
19.61
8.85
51.1
17.04
2.91
83.3
33.1
28.37
21.5
157.07
4.48
178.35
28.57
102.35
13.87
12.92
8.84
44.27
12.22
18.03
9.71
12.55
5.09
25.77
40.85
3.45
8.7
40.94
95.93
17.29
15.35
51.27
40.01
40.42
59.0
5.82
56.04
6.42
3.67
6.41
18.5
17.51
42.73
38.87
60.12
2.82
9.25
16.5
46.16
24.91
43.64
38.38
12.89
19.69
93.5
30.99
17.87
3.65
3.72
9.29
8.22
43.17
19.88
7.27
27.92
41.96
50.76
20.3
14.7
57.25
31.94
19.77
18.87
18.04
26.52
49.18
46.85
23.5
78.57
7.74
108.05
34.04
4.33
19.43
158.63
41.77
175.53
124.4
43.18
64.75
59.14
39.05
85.15
21.46
29.88
112.82
6.46
17.6
26.27
12.17
6.3
7.49
66.77
106.35
7.98
92.7
2.15
7.05
47.98
61.68
61.6
30.79
35.48
37.61
152.14
11.44
14.17
17.45
27.83
4.02
11.73
96.62
23.62
9.65
33.52
82.07
22.62
58.36
77.23
10.05
25.15
39.25
14.99
54.27
47.08
44.97
28.05
11.69
42.24
13.22
256.31
31.54
51.15
27.75
42.66
9.67
44.68
32.44
14.37
23.52
23.84
8.49
78.19
28.78
41.96
6.3
120.72
49.53
64.79
14.64
17.22
125.59
36.82
94.85
27.93
24.63
29.44
28.64
97.27
116.94
226.81
5.86
101.21
10.99
13.09
34.62
11.85
122.0
14.35
46.53
223.36
18.76
3.51
50.05
3.25
22.09
20.66
6.53
34.08
124.59
13.69
63.81
69.53
25.53
2.88
9.29
17.79
2.35
20.76
18.19
35.4
190.45
29.21
25.14
5.66
65.05
65.89
8.61
26.56
17.41
10.31
95.38
120.86
37.28
62.51
69.18
22.38
18.81
58.79
55.06
91.69
28.07
121.63
17.31
10.04
34.03
47.18
38.59
35.99
58.52
22.33
39.65
46.01
12.57
60.2
16.07
5.02
41.88
11.02
38.21
87.41
48.13
69.2
7.67
8.09
43.21
6.14
9.72
4.76
18.62
43.91
185.33
19.81
37.43
53.88
47.03
28.46
14.79
3.78
60.93
7.69
26.94
35.72
7.52
10.92
6.84
173.67
11.18
6.76
15.25
20.96
72.69
30.22
32.42
20.78
53.25
10.04
6.73
47.78
34.61
42.71
81.24
104.74
55.23
96.2
56.25
9.23
78.36
39.4
83.76
29.7
27.06
19.28
19.14
46.61
20.46
11.38
38.36
93.55
49.55
61.25
19.61
41.7
11.06
38.18
25.14
51.89
2.94
37.97
2.62
29.39
6.88
3.06
67.15
17.65
14.19
2.82
77.84
4.35
68.89
21.87
67.33
62.94
26.67
115.34
53.02
9.09
128.07
28.79
83.65
4.15
7.31
11.32
63.22
55.73
39.31
51.14
54.02
150.23
46.7
7.12
24.97
68.39
43.97
66.43
43.04
67.96
22.18
5.07
38.71
3.39
49.44
7.8
26.37
156.45
21.05
29.18
89.8
81.18
24.82
83.45
137.66
12.43
124.77
37.83
30.03
28.85
11.4
158.6
9.46
15.5
38.17
144.41
57.59
51.59
9.5
20.1
24.38
22.76
54.98
42.2
16.13
107.29
38.13
29.4
74.3
10.8
9.91
9.76
65.01
50.32
4.38
91.98
131.02
157.7
134.8
67.65
9.24
22.17
4.44
29.18
23.0
14.37
24.73
216.18
3.5
259.22
60.81
7.79
20.33
20.94
32.17
223.54
22.11
41.27
